100000 10000 100 
0 0.01
1 10000 400
0 0.01
1 10000 100
0 0.03
start: 23.11.03 20:09:27 
Gain1:10
Gain2:20
Gain3:
Gain4:10
PID/P:+5E+0
PID/I:+1E+3
OvenT: 83
Calibration: XI390@85K, 1.17, 1.8
Toffset: 0
Toffset: 0
Time	 Diff Temp	 Ref Temp	 SRc	 SRh	 RRc	 RRh	 U_PID_Out	 Utotal	DiffTempInK	RefHR	AVTempInK	PowerDiff	SampleTemp	SampleHR	Cp
3.3121E-2	-1.39123089E-1	4.00301155E+0	1.0376216E+0	1.03648194E+0	1.02662096E+0	1.02534202E+0	2.16199017E+0	2.17656659E+0	-3.37480084E-1	9.91707915E+3	3.30725528E+2	-2.44433305E-1	3.30388048E+2	7.94527543E+3	1.50726709E-1
3.3132E-2	-1.37749057E-1	4.00582281E+0	1.03793396E+0	1.03710671E+0	1.02693318E+0	1.02502952E+0	2.16042746E+0	2.17562897E+0	-3.34066461E-1	1.0080298E+4	3.30861861E+2	-2.43367808E-1	3.30527794E+2	1.2704193E+4	1.49661212E-1
3.3143E-2	-1.37093268E-1	4.00738462E+0	1.0376216E+0	1.03648194E+0	1.02630874E+0	1.02440452E+0	2.15948983E+0	2.17469135E+0	-3.32431624E-1	1.00232803E+4	3.30937587E+2	-2.42867111E-1	3.30605155E+2	7.03282701E+3	1.49160515E-1
3.3154E-2	-1.38342389E-1	4.01019587E+0	1.04012048E+0	1.03835623E+0	1.02911873E+0	1.02721701E+0	2.1666783E+0	2.18156722E+0	-3.35381628E-1	1.0186548E+4	3.31073869E+2	-2.44032983E-1	3.30738488E+2	1.21210953E+4	1.50098347E-1
3.3165E-2	-1.38904493E-1	4.01207004E+0	1.04012048E+0	1.03898099E+0	1.02911873E+0	1.02721701E+0	2.16605322E+0	2.18094214E+0	-3.36691331E-1	1.01295528E+4	3.31164706E+2	-2.4458019E-1	3.30828015E+2	8.13881786E+3	1.50645554E-1
3.3176E-2	-1.38186249E-1	4.01519366E+0	1.03824632E+0	1.03679432E+0	1.02662096E+0	1.02502952E+0	2.16011492E+0	2.17562897E+0	-3.34861384E-1	1.02377636E+4	3.31316068E+2	-2.44083305E-1	3.30981207E+2	1.39265877E+4	1.49918292E-1
3.3187E-2	-1.37873969E-1	4.01706783E+0	1.03949576E+0	1.03835623E+0	1.02880651E+0	1.02752951E+0	2.16480305E+0	2.18000453E+0	-3.34051491E-1	9.9056654E+3	3.31406867E+2	-2.43886043E-1	3.31072815E+2	8.32802043E+3	1.49721031E-1
3.3198E-2	-1.40247298E-1	4.01925436E+0	1.03887104E+0	1.03804385E+0	1.02786985E+0	1.02659201E+0	2.16417797E+0	2.17875437E+0	-3.39740687E-1	9.84881008E+3	3.3151278E+2	-2.4598777E-1	3.31173039E+2	9.11127477E+3	1.51822758E-1
3.3209E-2	-1.38123793E-1	4.02144089E+0	1.03887104E+0	1.03741909E+0	1.02693318E+0	1.02596701E+0	2.16074E+0	2.17656659E+0	-3.34533317E-1	9.79175404E+3	3.31618674E+2	-2.44258961E-1	3.3128414E+2	1.01000939E+4	1.49861247E-1
3.322E-2	-1.38935721E-1	4.02362742E+0	1.0407452E+0	1.03866861E+0	1.0300554E+0	1.0281545E+0	2.16636576E+0	2.18125468E+0	-3.36438236E-1	9.78987425E+3	3.31724548E+2	-2.45030929E-1	3.31388109E+2	9.45174536E+3	1.50633215E-1
3.3231E-2	-1.3927923E-1	4.02550159E+0	1.04199464E+0	1.04023051E+0	1.03036762E+0	1.029092E+0	2.1688661E+0	2.18406754E+0	-3.37216938E-1	9.73294806E+3	3.31815281E+2	-2.4539245E-1	3.31478064E+2	8.17772683E+3	1.50994736E-1
3.3242E-2	-1.38311161E-1	4.02800048E+0	1.03887104E+0	1.03741909E+0	1.02786985E+0	1.02627951E+0	2.16136509E+0	2.17656659E+0	-3.34801792E-1	9.95111065E+3	3.31936237E+2	-2.44658808E-1	3.31601436E+2	1.12155541E+4	1.50026078E-1
3.3253E-2	-1.3927923E-1	4.03081174E+0	1.04012048E+0	1.03866861E+0	1.02943096E+0	1.02752951E+0	2.16480305E+0	2.17969199E+0	-3.37065884E-1	1.00591811E+4	3.32072282E+2	-2.45587267E-1	3.31735216E+2	1.2161899E+4	1.50954536E-1
3.3264E-2	-1.40934314E-1	4.03268591E+0	1.042307E+0	1.04085528E+0	1.03099206E+0	1.02971699E+0	2.16917864E+0	2.18406754E+0	-3.41018602E-1	9.94738182E+3	3.32162961E+2	-2.47067784E-1	3.31821942E+2	7.8841843E+3	1.52435053E-1
3.3275E-2	-1.39872562E-1	4.03487244E+0	1.04168228E+0	1.03991813E+0	1.0300554E+0	1.0281545E+0	2.16605322E+0	2.18156722E+0	-3.38386347E-1	9.89060618E+3	3.32268735E+2	-2.46242377E-1	3.31930348E+2	9.85509338E+3	1.51372325E-1
3.3286E-2	-1.4021607E-1	4.03705897E+0	1.04136992E+0	1.03898099E+0	1.02943096E+0	1.0281545E+0	2.16542814E+0	2.18031707E+0	-3.3915513E-1	9.88873277E+3	3.32374489E+2	-2.46615773E-1	3.32035334E+2	9.54413741E+3	1.5174572E-1
3.3297E-2	-1.3990379E-1	4.03955786E+0	1.04418116E+0	1.0421048E+0	1.03286539E+0	1.03096699E+0	2.17199152E+0	2.18719294E+0	-3.38328343E-1	9.99650978E+3	3.32495327E+2	-2.4644099E-1	3.32156999E+2	1.10604546E+4	1.51331321E-1
3.3308E-2	-1.40590806E-1	4.04174439E+0	1.04199464E+0	1.0405429E+0	1.03099206E+0	1.029092E+0	2.16636576E+0	2.18187976E+0	-3.39927655E-1	1.00493998E+4	3.3260104E+2	-2.47107766E-1	3.32261112E+2	9.46484358E+3	1.51998097E-1
3.3319E-2	-1.39810106E-1	4.04361856E+0	1.04168228E+0	1.03991813E+0	1.0300554E+0	1.028467E+0	2.16511559E+0	2.18062961E+0	-3.37986161E-1	1.01573495E+4	3.32691635E+2	-2.46509966E-1	3.32353649E+2	8.41243718E+3	1.51400297E-1
3.333E-2	-1.41184138E-1	4.04611745E+0	1.04355644E+0	1.04272956E+0	1.03224095E+0	1.03096699E+0	2.17136644E+0	2.1868804E+0	-3.41237072E-1	1.03201307E+4	3.32812407E+2	-2.477752E-1	3.3247117E+2	1.06836939E+4	1.52423629E-1
3.3341E-2	-1.42277119E-1	4.04924107E+0	1.04324408E+0	1.04241718E+0	1.03224095E+0	1.03065449E+0	2.17136644E+0	2.18625532E+0	-3.43789235E-1	1.03731005E+4	3.32963336E+2	-2.48823948E-1	3.32619546E+2	1.34887811E+4	1.53472377E-1
3.3352E-2	-1.40122386E-1	4.0514276E+0	1.04293172E+0	1.04116766E+0	1.03130428E+0	1.02971699E+0	2.16792847E+0	2.18406754E+0	-3.38518917E-1	1.01516187E+4	3.33068962E+2	-2.47063065E-1	3.32730443E+2	1.00815343E+4	1.51711495E-1
3.3363E-2	-1.41465191E-1	4.05330177E+0	1.04480588E+0	1.04335432E+0	1.03380206E+0	1.03221698E+0	2.17386678E+0	2.18938072E+0	-3.41710117E-1	1.00399146E+4	3.33159484E+2	-2.48279537E-1	3.32817774E+2	7.93912847E+3	1.5268379E-1
3.3374E-2	-1.40559578E-1	4.0554883E+0	1.04480588E+0	1.0436667E+0	1.03380206E+0	1.03252948E+0	2.17449186E+0	2.18969326E+0	-3.39459601E-1	9.98314006E+3	3.33265074E+2	-2.47585684E-1	3.32925615E+2	9.80373278E+3	1.51989937E-1
3.3385E-2	-1.42277119E-1	4.05767483E+0	1.04355644E+0	1.0421048E+0	1.03161651E+0	1.03034199E+0	2.1688661E+0	2.18469262E+0	-3.43545718E-1	9.92627019E+3	3.33370645E+2	-2.49134619E-1	3.330271E+2	9.22591372E+3	1.53538872E-1
3.3396E-2	-1.41777471E-1	4.06017373E+0	1.04418116E+0	1.04272956E+0	1.03286539E+0	1.03127949E+0	2.17167898E+0	2.18656786E+0	-3.42267096E-1	9.92430261E+3	3.33491274E+2	-2.48799234E-1	3.33149007E+2	1.10825156E+4	1.52957046E-1
3.3407E-2	-1.43245187E-1	4.06267262E+0	1.04636768E+0	1.04429147E+0	1.03473872E+0	1.03284198E+0	2.17417932E+0	2.19031834E+0	-3.45738899E-1	1.00320911E+4	3.33611878E+2	-2.50146873E-1	3.33266139E+2	1.06483606E+4	1.54304685E-1
3.3418E-2	-1.41246595E-1	4.06454679E+0	1.0454306E+0	1.04429147E+0	1.03411428E+0	1.03252948E+0	2.17292915E+0	2.18906818E+0	-3.40860048E-1	9.92070282E+3	3.33702315E+2	-2.48505709E-1	3.33361454E+2	8.66500893E+3	1.52414826E-1
3.3429E-2	-1.39778878E-1	4.06704568E+0	1.04511824E+0	1.0436667E+0	1.03411428E+0	1.03221698E+0	2.1710539E+0	2.1868804E+0	-3.37246411E-1	1.00283484E+4	3.33822874E+2	-2.47341231E-1	3.33485628E+2	1.12884732E+4	1.51250349E-1
3.344E-2	-1.41777471E-1	4.06923221E+0	1.04824184E+0	1.04616575E+0	1.03661205E+0	1.03471697E+0	2.17949254E+0	2.19531898E+0	-3.42007197E-1	1.00263855E+4	3.33928343E+2	-2.49132138E-1	3.33586336E+2	9.15528502E+3	1.53041255E-1
3.3451E-2	-1.433701E-1	4.07173111E+0	1.04761712E+0	1.04585337E+0	1.03629983E+0	1.03409197E+0	2.17761728E+0	2.19250612E+0	-3.45777824E-1	1.00244236E+4	3.34048855E+2	-2.50587764E-1	3.33703077E+2	1.06128762E+4	1.54245942E-1
3.3462E-2	-1.42089751E-1	4.07329291E+0	1.0454306E+0	1.04397908E+0	1.03348984E+0	1.03221698E+0	2.17167898E+0	2.18750548E+0	-3.42644158E-1	9.91302081E+3	3.34124163E+2	-2.4954872E-1	3.33781518E+2	7.13100269E+3	1.53206898E-1
3.3473E-2	-1.43089047E-1	4.07641653E+0	1.0469924E+0	1.04554099E+0	1.03629983E+0	1.03440447E+0	2.17761728E+0	2.1931312E+0	-3.44964427E-1	1.02943485E+4	3.34274748E+2	-2.50519605E-1	3.33929783E+2	1.34786306E+4	1.54177784E-1
3.3484E-2	-1.45181324E-1	4.07860306E+0	1.04761712E+0	1.04647813E+0	1.03598761E+0	1.03471697E+0	2.17761728E+0	2.1931312E+0	-3.49946064E-1	1.02375854E+4	3.34380134E+2	-2.52393132E-1	3.34030188E+2	9.1276908E+3	1.55798137E-1
3.3495E-2	-1.41902383E-1	4.08078959E+0	1.04574296E+0	1.04429147E+0	1.03348984E+0	1.03190448E+0	2.17167898E+0	2.18781802E+0	-3.41977581E-1	1.01809391E+4	3.34485501E+2	-2.49663465E-1	3.34143523E+2	1.03032231E+4	1.5306847E-1
3.3506E-2	-1.43619924E-1	4.08266376E+0	1.04668004E+0	1.04554099E+0	1.03536317E+0	1.03377948E+0	2.1748044E+0	2.19031834E+0	-3.46063772E-1	1.01243039E+4	3.345758E+2	-2.51204621E-1	3.34229736E+2	7.83754817E+3	1.54609626E-1
3.3517E-2	-1.43307644E-1	4.08609974E+0	1.0485542E+0	1.04679051E+0	1.03786094E+0	1.03596696E+0	2.18043016E+0	2.19625659E+0	-3.45211926E-1	1.02865657E+4	3.34741312E+2	-2.51063349E-1	3.343961E+2	1.51239726E+4	1.54212958E-1
3.3528E-2	-1.42464487E-1	4.08797391E+0	1.04792948E+0	1.04647813E+0	1.03629983E+0	1.03502947E+0	2.17605457E+0	2.19219358E+0	-3.43126523E-1	9.95625089E+3	3.34831571E+2	-2.50409112E-1	3.34488445E+2	8.3949618E+3	1.5355872E-1
3.3539E-2	-1.42464487E-1	4.08984808E+0	1.04761712E+0	1.04616575E+0	1.03598761E+0	1.03471697E+0	2.17574203E+0	2.1915685E+0	-3.43072817E-1	9.84500427E+3	3.34921816E+2	-2.50477913E-1	3.34578744E+2	8.20897823E+3	1.53369911E-1
3.355E-2	-1.43213959E-1	4.09203461E+0	1.04949128E+0	1.04772766E+0	1.03848538E+0	1.03659196E+0	2.1807427E+0	2.19594405E+0	-3.44815228E-1	9.89779432E+3	3.35027084E+2	-2.5120125E-1	3.34682269E+2	9.41142253E+3	1.54093247E-1
3.3561E-2	-1.45212552E-1	4.0945335E+0	1.04949128E+0	1.04804004E+0	1.03786094E+0	1.03596696E+0	2.17980508E+0	2.19531898E+0	-3.49555775E-1	9.95057544E+3	3.35147367E+2	-2.53008503E-1	3.34797811E+2	1.05038451E+4	1.55900501E-1
3.3572E-2	-1.42776767E-1	4.0970324E+0	1.04917892E+0	1.04772766E+0	1.03754872E+0	1.03627946E+0	2.17917999E+0	2.19406882E+0	-3.43618963E-1	9.89390417E+3	3.35267625E+2	-2.51009609E-1	3.34924006E+2	1.14722357E+4	1.53641793E-1
3.3583E-2	-1.41652559E-1	4.09890657E+0	1.04980364E+0	1.04804004E+0	1.03848538E+0	1.03690446E+0	2.18011762E+0	2.19625659E+0	-3.40859267E-1	9.89216085E+3	3.35357802E+2	-2.50113162E-1	3.35016943E+2	8.4487812E+3	1.52745345E-1
3.3594E-2	-1.4477536E-1	4.10140546E+0	1.0516778E+0	1.05085146E+0	1.04067093E+0	1.03877945E+0	2.18574338E+0	2.20094469E+0	-3.48303383E-1	9.94501632E+3	3.35478016E+2	-2.52886593E-1	3.35129713E+2	1.02518039E+4	1.55518777E-1
3.3605E-2	-1.44494308E-1	4.10359199E+0	1.05042836E+0	1.04897718E+0	1.03848538E+0	1.03659196E+0	2.17917999E+0	2.19531898E+0	-3.47563685E-1	9.88848499E+3	3.35583183E+2	-2.5272572E-1	3.35235619E+2	9.62785349E+3	1.55095896E-1
3.3616E-2	-1.44400624E-1	4.10609088E+0	1.050116E+0	1.04897718E+0	1.03786094E+0	1.03690446E+0	2.17949254E+0	2.19594405E+0	-3.47265979E-1	9.88653994E+3	3.3570335E+2	-2.52737224E-1	3.35356084E+2	1.09513424E+4	1.551074E-1
3.3627E-2	-1.46274305E-1	4.10796505E+0	1.05074072E+0	1.04960194E+0	1.03942205E+0	1.03815445E+0	2.1829305E+0	2.19781929E+0	-3.51718433E-1	9.88459609E+3	3.35793459E+2	-2.54416543E-1	3.3544174E+2	7.78694912E+3	1.56786719E-1
3.3638E-2	-1.45025184E-1	4.11015158E+0	1.05105308E+0	1.0502267E+0	1.03973427E+0	1.03815445E+0	2.18261796E+0	2.19875691E+0	-3.48650537E-1	9.99196987E+3	3.35898568E+2	-2.53423518E-1	3.35549917E+2	9.8342893E+3	1.55529503E-1
3.3649E-2	-1.45056412E-1	4.11265048E+0	1.04949128E+0	1.0486648E+0	1.03786094E+0	1.03627946E+0	2.17824237E+0	2.19406882E+0	-3.48653131E-1	1.00992213E+4	3.36018669E+2	-2.53542417E-1	3.35670016E+2	1.09180818E+4	1.55648403E-1
3.366E-2	-1.43713608E-1	4.11514937E+0	1.05105308E+0	1.04960194E+0	1.03973427E+0	1.03815445E+0	2.1829305E+0	2.19781929E+0	-3.45352856E-1	1.00973841E+4	3.36138746E+2	-2.52479607E-1	3.35793393E+2	1.12160745E+4	1.54319229E-1
3.3671E-2	-1.46867637E-1	4.11764826E+0	1.05355196E+0	1.05178861E+0	1.04223204E+0	1.04034194E+0	2.18761863E+0	2.20375755E+0	-3.52861186E-1	1.00409217E+4	3.36258797E+2	-2.55284607E-1	3.35905936E+2	1.02312074E+4	1.57124229E-1
3.3682E-2	-1.46086937E-1	4.11952243E+0	1.0516778E+0	1.05085146E+0	1.04035871E+0	1.03846695E+0	2.18261796E+0	2.19875691E+0	-3.50930256E-1	9.92995873E+3	3.3634882E+2	-2.54682115E-1	3.3599789E+2	8.35938951E+3	1.56521737E-1
3.3693E-2	-1.45368693E-1	4.12202133E+0	1.05199016E+0	1.0502267E+0	1.03973427E+0	1.03846695E+0	2.18136779E+0	2.19719421E+0	-3.49131878E-1	9.87351821E+3	3.36468828E+2	-2.54156138E-1	3.36119696E+2	1.10733084E+4	1.55727233E-1
3.3704E-2	-1.46836409E-1	4.1238955E+0	1.05292724E+0	1.05116385E+0	1.0416076E+0	1.03940445E+0	2.18605592E+0	2.20156977E+0	-3.52603081E-1	9.76249363E+3	3.36558818E+2	-2.55488553E-1	3.36206214E+2	7.86531565E+3	1.57059649E-1
3.3715E-2	-1.48522722E-1	4.12639439E+0	1.05417668E+0	1.05272575E+0	1.04223204E+0	1.04096694E+0	2.1888688E+0	2.20407009E+0	-3.56579746E-1	9.92410766E+3	3.36678782E+2	-2.57032866E-1	3.36322202E+2	1.05443455E+4	1.58603962E-1
3.3726E-2	-1.44962728E-1	4.12858092E+0	1.05230252E+0	1.05085146E+0	1.04067093E+0	1.03940445E+0	2.1829305E+0	2.19938199E+0	-3.47967043E-1	9.97674892E+3	3.3678373E+2	-2.54047981E-1	3.36435763E+2	1.03237466E+4	1.55348398E-1
3.3737E-2	-1.45368693E-1	4.13076745E+0	1.0532396E+0	1.05210099E+0	1.04191982E+0	1.04034194E+0	2.18574338E+0	2.20156977E+0	-3.48878522E-1	1.00839453E+4	3.3688866E+2	-2.54478024E-1	3.36539781E+2	9.45618228E+3	1.55778441E-1
3.3748E-2	-1.46867637E-1	4.13326634E+0	1.05730028E+0	1.05584956E+0	1.0459787E+0	1.04440442E+0	2.19449456E+0	2.21063342E+0	-3.52403987E-1	1.01365688E+4	3.37008556E+2	-2.55861387E-1	3.36656152E+2	1.0579151E+4	1.57161804E-1
3.3759E-2	-1.45618517E-1	4.1360776E+0	1.05448904E+0	1.05272575E+0	1.04254426E+0	1.04096694E+0	2.18636846E+0	2.20219485E+0	-3.49324451E-1	1.0243622E+4	3.3714341E+2	-2.548886E-1	3.36794085E+2	1.25393645E+4	1.55916195E-1
3.377E-2	-1.46086937E-1	4.13795177E+0	1.05386432E+0	1.05272575E+0	1.04191982E+0	1.04065444E+0	2.1851183E+0	2.20094469E+0	-3.5039407E-1	1.00237671E+4	3.37233294E+2	-2.55361292E-1	3.368829E+2	8.07411406E+3	1.56388887E-1
3.3781E-2	-1.47710794E-1	4.1401383E+0	1.0563632E+0	1.05491242E+0	1.04472981E+0	1.04315443E+0	2.1910566E+0	2.20719549E+0	-3.54225974E-1	1.00218386E+4	3.37338143E+2	-2.5684182E-1	3.36983917E+2	9.18328687E+3	1.57594461E-1
3.3792E-2	-1.48959914E-1	4.14232483E+0	1.0563632E+0	1.05491242E+0	1.04441759E+0	1.04315443E+0	2.19199423E+0	2.20844565E+0	-3.57157754E-1	1.007432E+4	3.37442972E+2	-2.57999828E-1	3.37085814E+2	9.26339169E+3	1.5875247E-1
3.3803E-2	-1.48179214E-1	4.14513609E+0	1.05605084E+0	1.05428765E+0	1.04379315E+0	1.04252943E+0	2.18949389E+0	2.20594533E+0	-3.55202658E-1	1.00723936E+4	3.37577724E+2	-2.57430465E-1	3.37222521E+2	1.24279539E+4	1.58183107E-1
3.3814E-2	-1.47835706E-1	4.14701026E+0	1.05511376E+0	1.05397527E+0	1.04410537E+0	1.04159194E+0	2.18918135E+0	2.20500771E+0	-3.54324034E-1	1.00159767E+4	3.37667542E+2	-2.57203354E-1	3.37313217E+2	8.24510476E+3	1.5767892E-1
3.3825E-2	-1.48429038E-1	4.14950915E+0	1.05761264E+0	1.05553718E+0	1.04504204E+0	1.04409193E+0	2.19324439E+0	2.21000835E+0	-3.55673023E-1	1.01773932E+4	3.37787277E+2	-2.57807649E-1	3.37431604E+2	1.07623702E+4	1.58283215E-1
3.3836E-2	-1.48616406E-1	4.15200804E+0	1.05730028E+0	1.05553718E+0	1.04535426E+0	1.04409193E+0	2.19293185E+0	2.20907073E+0	-3.56048582E-1	1.0121102E+4	3.37906987E+2	-2.58061742E-1	3.37550938E+2	1.08486164E+4	1.58537307E-1
3.3847E-2	-1.47179917E-1	4.15388221E+0	1.05511376E+0	1.05366289E+0	1.04285648E+0	1.04159194E+0	2.18668101E+0	2.20375755E+0	-3.52551453E-1	1.00103624E+4	3.37996753E+2	-2.56890847E-1	3.37644202E+2	8.47851534E+3	1.57087225E-1
3.3858E-2	-1.49865527E-1	4.15669347E+0	1.0563632E+0	1.0552248E+0	1.04504204E+0	1.04346693E+0	2.19199423E+0	2.20750803E+0	-3.58903136E-1	1.01714789E+4	3.38131377E+2	-2.59313673E-1	3.37772474E+2	1.16610985E+4	1.5951005E-1
3.3869E-2	-1.50864823E-1	4.15888E+0	1.05761264E+0	1.05647432E+0	1.04629092E+0	1.04502942E+0	2.19480711E+0	2.21063342E+0	-3.61231805E-1	1.01695594E+4	3.38236063E+2	-2.60257908E-1	3.37874831E+2	9.30519182E+3	1.60454286E-1
3.388E-2	-1.50115351E-1	4.16075417E+0	1.05761264E+0	1.05616194E+0	1.04535426E+0	1.04377943E+0	2.19199423E+0	2.20782057E+0	-3.59381106E-1	1.00588847E+4	3.38325779E+2	-2.59679938E-1	3.37966398E+2	8.32421253E+3	1.59595026E-1
3.3891E-2	-1.48897458E-1	4.16325306E+0	1.05761264E+0	1.05616194E+0	1.04535426E+0	1.04409193E+0	2.19168168E+0	2.20782057E+0	-3.56391041E-1	1.01657037E+4	3.38445378E+2	-2.58720071E-1	3.38088987E+2	1.11444859E+4	1.58635158E-1
3.3902E-2	-1.49553246E-1	4.16637668E+0	1.05917444E+0	1.05741146E+0	1.04691537E+0	1.04534192E+0	2.19543219E+0	2.21219612E+0	-3.57868968E-1	1.01638894E+4	3.38594842E+2	-2.59402325E-1	3.38236973E+2	1.34533207E+4	1.59034032E-1
3.3913E-2	-1.51302015E-1	4.16825085E+0	1.0610486E+0	1.05959813E+0	1.04972536E+0	1.0484669E+0	2.20043287E+0	2.21657168E+0	-3.61999E-1	9.8901947E+3	3.38684503E+2	-2.60983639E-1	3.38322504E+2	7.77547052E+3	1.60615346E-1
3.3924E-2	-1.50271491E-1	4.17012502E+0	1.05886208E+0	1.05709908E+0	1.0459787E+0	1.04502942E+0	2.19293185E+0	2.20907073E+0	-3.59477115E-1	9.77971052E+3	3.38774149E+2	-2.60162042E-1	3.38414672E+2	8.3789319E+3	1.59793748E-1
3.3935E-2	-1.50490087E-1	4.17262391E+0	1.05886208E+0	1.05741146E+0	1.04566648E+0	1.04471692E+0	2.19199423E+0	2.20969581E+0	-3.59926091E-1	9.77789936E+3	3.38893656E+2	-2.60443643E-1	3.3853373E+2	1.08234538E+4	1.59789886E-1
3.3946E-2	-1.53550432E-1	4.17449808E+0	1.06042388E+0	1.05866099E+0	1.04816425E+0	1.04721691E+0	2.19761999E+0	2.21469644E+0	-3.67191131E-1	9.72161916E+3	3.3898327E+2	-2.63160799E-1	3.38616079E+2	7.48627766E+3	1.62507043E-1
3.3957E-2	-1.5264482E-1	4.17730934E+0	1.06073624E+0	1.05866099E+0	1.04847647E+0	1.04721691E+0	2.19730744E+0	2.21344628E+0	-3.64940351E-1	9.77406646E+3	3.39117665E+2	-2.62481836E-1	3.38752725E+2	1.24223645E+4	1.6182808E-1
3.3968E-2	-1.50677455E-1	4.17918351E+0	1.05917444E+0	1.05834861E+0	1.04691537E+0	1.04534192E+0	2.19449456E+0	2.21094596E+0	-3.60179797E-1	9.77235756E+3	3.39207245E+2	-2.60848694E-1	3.38847065E+2	8.57637354E+3	1.59907403E-1
3.3979E-2	-1.50302719E-1	4.18137004E+0	1.06042388E+0	1.05866099E+0	1.04816425E+0	1.04627942E+0	2.19636982E+0	2.21344628E+0	-3.59219128E-1	9.87912211E+3	3.39311737E+2	-2.60605249E-1	3.38952518E+2	9.58660942E+3	1.59663958E-1
3.399E-2	-1.51645523E-1	4.18418129E+0	1.06198568E+0	1.06022289E+0	1.04972536E+0	1.04784191E+0	2.20074541E+0	2.21719676E+0	-3.62345616E-1	9.98576639E+3	3.39446056E+2	-2.61871996E-1	3.39083711E+2	1.19266201E+4	1.60930705E-1
3.4001E-2	-1.53550432E-1	4.18605546E+0	1.06229804E+0	1.06116003E+0	1.05003758E+0	1.0487794E+0	2.20074541E+0	2.2175093E+0	-3.66842169E-1	9.92964645E+3	3.39535585E+2	-2.6359142E-1	3.39168743E+2	7.73021976E+3	1.62360534E-1
3.4012E-2	-1.50614999E-1	4.18824199E+0	1.06073624E+0	1.05897337E+0	1.04847647E+0	1.04690441E+0	2.19636982E+0	2.2128212E+0	-3.59762407E-1	9.92774078E+3	3.39640018E+2	-2.6112986E-1	3.39280256E+2	1.01375283E+4	1.59898974E-1
3.4023E-2	-1.5342552E-1	4.19074089E+0	1.06073624E+0	1.06022289E+0	1.04941314E+0	1.04784191E+0	2.19855761E+0	2.21469644E+0	-3.6640258E-1	1.00344286E+4	3.39759347E+2	-2.63657603E-1	3.39392945E+2	1.0244448E+4	1.6213507E-1
3.4034E-2	-1.53956396E-1	4.19323978E+0	1.0626104E+0	1.06116003E+0	1.05066203E+0	1.0490919E+0	2.20168303E+0	2.21875946E+0	-3.67595358E-1	1.0086708E+4	3.39878652E+2	-2.64210714E-1	3.39511057E+2	1.0737441E+4	1.62688181E-1
3.4045E-2	-1.5326938E-1	4.19542631E+0	1.06198568E+0	1.06084765E+0	1.04941314E+0	1.04815441E+0	2.1991827E+0	2.2159466E+0	-3.65888811E-1	1.00305297E+4	3.39983023E+2	-2.6369653E-1	3.39617135E+2	9.64345779E+3	1.62173997E-1
3.4056E-2	-1.52707276E-1	4.19761284E+0	1.06136096E+0	1.05991051E+0	1.04941314E+0	1.04752941E+0	2.19824507E+0	2.21469644E+0	-3.64481125E-1	1.00828933E+4	3.40087376E+2	-2.63290406E-1	3.39722895E+2	9.61458724E+3	1.61474186E-1
3.4067E-2	-1.53175696E-1	4.19979937E+0	1.06354748E+0	1.06147241E+0	1.05097425E+0	1.0497169E+0	2.20262066E+0	2.21875946E+0	-3.6553394E-1	1.00268392E+4	3.4019171E+2	-2.63777812E-1	3.39826176E+2	9.38920502E+3	1.61961592E-1
3.4078E-2	-1.55236745E-1	4.20261063E+0	1.065734E+0	1.06459622E+0	1.05409646E+0	1.05284188E+0	2.20918405E+0	2.22626041E+0	-3.70368558E-1	1.00790827E+4	3.40325827E+2	-2.65670309E-1	3.39955458E+2	1.17528836E+4	1.63854089E-1
3.4089E-2	-1.54424817E-1	4.20479716E+0	1.06354748E+0	1.0617848E+0	1.05097425E+0	1.0494044E+0	2.20043287E+0	2.21688422E+0	-3.68364807E-1	1.00770808E+4	3.40430118E+2	-2.65047316E-1	3.40061753E+2	9.66319147E+3	1.62935378E-1
3.41E-2	-1.5342552E-1	4.20698369E+0	1.06292276E+0	1.06116003E+0	1.05097425E+0	1.0487794E+0	2.19949524E+0	2.21657168E+0	-3.65914786E-1	1.00210619E+4	3.40534391E+2	-2.64261432E-1	3.40168476E+2	9.70206416E+3	1.62149494E-1
3.4111E-2	-1.53550432E-1	4.20885786E+0	1.06479692E+0	1.0633467E+0	1.0531598E+0	1.05127939E+0	2.20543354E+0	2.22188486E+0	-3.66156587E-1	1.0073277E+4	3.40623752E+2	-2.64439468E-1	3.40257596E+2	8.10181212E+3	1.6232753E-1
3.4122E-2	-1.54674641E-1	4.21166912E+0	1.06542164E+0	1.06303432E+0	1.05222313E+0	1.05096689E+0	2.20449591E+0	2.22157232E+0	-3.68753349E-1	1.02878908E+4	3.40757769E+2	-2.65520007E-1	3.40389016E+2	1.19472859E+4	1.6311033E-1
3.4133E-2	-1.54424817E-1	4.21448037E+0	1.06448456E+0	1.06303432E+0	1.0531598E+0	1.05096689E+0	2.20324575E+0	2.22000962E+0	-3.68072886E-1	1.01777116E+4	3.40891755E+2	-2.65407665E-1	3.40523682E+2	1.22424144E+4	1.62997988E-1
3.4144E-2	-1.54487273E-1	4.21604218E+0	1.0641722E+0	1.06272194E+0	1.05222313E+0	1.0500294E+0	2.20262066E+0	2.21969708E+0	-3.68174759E-1	1.00134779E+4	3.40966179E+2	-2.65520005E-1	3.40598004E+2	6.75650366E+3	1.63110328E-1
